epoch,imp_-10..-5,imp_-5..0,imp_0..5,imp_5..15,imp_<-10,imp_>15,sil_supp_db,train,val,val_keep,val_mr,val_res_sil,val_res_sp,val_snr,val_spec
1,0.4864242787056781,0.40623480695135455,0.36949101663552797,0.1836886230958711,0.4753553999794854,-55.86561386925833,-0.8269707839473841,-0.9539732143282891,2.265954528003931,0.009734535919657597,0.26612523943185806,0.5099705637743076,0.24640365472684303,1.520053186143438,0.49724903516471386
2,1.4515745246664007,1.2225260068388546,1.1333667802122922,0.6661574906165447,1.4340222014321222,-57.063702719552175,-2.5392367103070947,-2.3494449393749237,2.0355084811647735,0.018709041449862223,0.24816756757597128,0.4786965949460864,0.22286334556216994,0.7341582907053331,0.4712830390781164
3,3.608328876343179,3.6230436353122486,3.370236325722474,2.3138690344784236,3.5402772470756814,-60.04751861663092,-7.899212554471843,-2.6194122691154478,1.2290377194682758,0.048057346837595105,0.2023676304767529,0.39260522555559874,0.1606125244870782,-1.7034504412052531,0.3998513861248891
4,5.085762462717422,4.413108685437371,2.224517957522319,-2.4841738097164607,5.2841029078872115,-69.921207234973,-22.1947176424078,-2.7785923004150392,0.8732408458987871,0.21999297415216765,0.15046344697475433,0.1458648764916385,0.01892063396129136,-1.9549166386326153,0.28616713422040146
5,-0.43701047592974723,-0.6484725545434391,-1.6315131686054742,-4.321520411640132,-1.9590424012254786,-69.97107118651981,-37.71139090160004,-2.790045407295227,1.1529016271233559,0.41324275856216747,0.22697573527693748,0.02776487188536218,0.0008546281084515309,-2.315720102439324,0.3429503471901019
6,5.122544315267117,5.042282055844279,4.379398677211541,2.225135357008068,1.0531286155736004,-62.921606745038716,-41.204300896521616,-2.786807046175003,-0.03295305619637171,0.3397754480441411,0.1866118647158146,0.004506171769511032,0.0037129268457647413,-5.712519139051437,0.2951072600359718
7,10.059020193333321,9.475539987578111,7.986847565724299,5.563985391494331,9.975800021930977,-57.91072523026239,-40.94221268726693,-2.7661352083683015,-1.1108828224241734,0.22538885536293188,0.13050601600358883,0.0027924614939062544,0.011040026312305903,-8.36793166399002,0.24062089280535778
8,12.318065234955322,11.211397528648376,9.298063800885128,6.9740945746045595,12.98222953301889,-54.09238810766311,-40.2023395291329,-2.7595848736763,-1.6799048073589802,0.16012743736306825,0.10133072438960274,0.0034039561469398905,0.017553850232313078,-9.749106913805008,0.21430275216698647
9,13.453959216462804,12.027894805459415,9.902067083578844,7.580556515159957,14.675690767941651,-50.99885248002552,-39.24470392799186,-2.7432043871879577,-1.9808402247726917,0.12483290970946352,0.08671236565957467,0.00391721250343835,0.022481168775508802,-10.48752991358439,0.20211809470007816
10,14.113171610426395,12.434973281972548,10.204827473713802,7.86036318157791,15.50366477392338,-48.476855754852295,-37.645813645013824,-2.684798654794693,-2.150678244729837,0.10331782830568652,0.07864631471845011,0.004397583196502334,0.026374812936410308,-10.89707381526629,0.1961911702528596
11,14.460596216485856,12.640209029702579,10.359107907001789,7.9911179761274145,15.962872491942512,-46.84727110181536,-36.40818300036044,-2.6316560523509978,-2.2423166409134865,0.09038824370751779,0.07435065585499008,0.004897620678093517,0.029439719820705552,-11.113471229871115,0.19375160057097673
12,14.673072439558963,12.756507915609022,10.445071431306692,8.062644774760676,16.277629335721333,-45.83550582613264,-35.87770519423267,-2.599940331697464,-2.300036375721296,0.08133445672380428,0.07149487501010299,0.00565811315755127,0.03184273315127939,-11.248729546864828,0.19249177165329456
13,14.81364883260524,12.837715667836806,10.511339361851032,8.108669333501693,16.531883462711615,-45.27058172225952,-35.717396980595375,-2.5491142547130585,-2.3387810985247293,0.0764405601657927,0.06976136316855748,0.0058649520118099945,0.032993192318826914,-11.349683582782745,0.19173302377263704
14,14.907262999960716,12.885979540207806,10.550375580787659,8.137494157213684,16.748430762026047,-44.88450942720686,-35.56221634465838,-2.524979686021805,-2.3701472307244935,0.07202825252898037,0.06807897449471056,0.005907353866253591,0.03377420175820589,-11.422646741072336,0.1907976659325262
15,14.976527285068594,12.92803718062008,10.589887958306532,8.163652393796028,16.91562309530046,-44.50563989366804,-35.41470055991955,-2.41970987534523,-2.393563042084376,0.0693981791070352,0.06685199588537216,0.0059079740846452,0.03399259779447069,-11.483248283465704,0.18992233524719873
16,15.032851980087605,12.968631365719963,10.615036625128527,8.185353060381129,17.021494543110883,-44.159227144150506,-35.31748096601242,-2.3928700280189514,-2.40993349502484,0.06757675996050239,0.06609708606265485,0.005927447811700404,0.034216806292533875,-11.52790860335032,0.1894382988102734
17,15.079789364591559,13.00307010201847,10.640434787823605,8.212004434078112,17.103047302475684,-43.83987245105562,-35.732524263943276,-2.4177923418283465,-2.422736411293348,0.06691372130687039,0.06557600114805003,0.005608488571548757,0.033978916122578084,-11.565102378527323,0.18888223667939505
18,15.112821863052693,13.032154237522798,10.664743505991423,8.232104590179723,17.159500731362236,-43.55778939383371,-35.88563514245812,-2.417866297721863,-2.431588696936766,0.06608028655561309,0.06516865625356634,0.00556568348959748,0.03412019663179914,-11.591711739699045,0.18868379248306155
19,15.143231493361453,13.056038646137013,10.675862926703234,8.244492513324143,17.205711589919197,-43.38107438314529,-36.100424952263516,-2.426936375141144,-2.438761457800865,0.06515817724478741,0.06485814275220037,0.005629376986083419,0.03437427528357754,-11.61311568816503,0.18855011245856682
20,15.176417979788273,13.085852580911974,10.702670931816101,8.2594829611822,17.250487451200133,-43.18061042967297,-36.06872385812925,-2.423108709335327,-2.446047847469648,0.06457866526519258,0.06455942670193811,0.005639506022513767,0.034395735089977585,-11.636829833189646,0.18829499511048198
21,15.198761473310755,13.108298049253577,10.720392236342796,8.27229323955851,17.286961242004676,-42.94068845113119,-35.93825142406982,-2.4543416862487795,-2.4522293880581856,0.06339996525396903,0.06423066246012847,0.005824292256268866,0.034755296229074396,-11.654176851113638,0.1882520243525505
22,15.218828140421117,13.127166607800651,10.74150075362279,8.294342102260764,17.314206149843002,-42.76797058468773,-35.85100955052696,-2.4430453469753264,-2.457003148893515,0.06312664590465526,0.0641562204497556,0.005669570209041315,0.03490574157331139,-11.670803745587667,0.18833093562473854
23,15.239609682813605,13.144444760154276,10.755295194112337,8.307897095286519,17.340769701533848,-42.67685763041178,-35.92849536602471,-2.4280792832374574,-2.4627580468853316,0.0623492537997663,0.06400188361294568,0.005488854579501397,0.03526398725807667,-11.68541000286738,0.18841379260023436
24,15.257944325183301,13.162252468221327,10.770341955698454,8.326390485151098,17.360676955293727,-42.59758899325416,-35.964702312056,-2.451894204378128,-2.467771756152312,0.06214387776950995,0.06390492315404117,0.005138156315903568,0.03526446289227655,-11.698341528574625,0.18829317049433789
25,15.278549853791581,13.178930366740508,10.778211492758532,8.338969987466795,17.384402610637522,-42.495213168007986,-35.80335872707019,-2.409451541900635,-2.4719790692130723,0.06191096780821681,0.06376189986864726,0.0050400923112950595,0.03522089158650488,-11.711814403533936,0.18810841844727597
26,15.29190587490163,13.196102324654074,10.790040905659016,8.352415666667694,17.401158990683378,-42.37970129648844,-35.9383406455339,-2.4432201788425445,-2.475627894202868,0.06169958940396706,0.06351302882346015,0.00497836997237755,0.03505620736783991,-11.723008632659912,0.18784790625795722
27,15.308195570681958,13.212410968892714,10.80164948793558,8.368101421846163,17.41480330184654,-42.26832705452328,-35.7239611170723,-2.461782629966736,-2.4779341543714204,0.061730482848361135,0.06350186831938724,0.004954950692990678,0.03507135257435342,-11.73462967077891,0.18786548047016063
28,15.327489289831608,13.230122734518613,10.814310431480408,8.378050537284361,17.436459576642072,-42.13718064626058,-35.98338678951012,-2.4766323981285097,-2.4817534809311232,0.0617366973310709,0.0633722295363744,0.00479531619627475,0.03492738884718468,-11.747556189695993,0.18769036388645569
29,15.340145521975579,13.239911345874562,10.8288918366799,8.389690709770273,17.452063339727896,-41.990375269026984,-36.0247086258686,-2.4609764285087588,-2.485386572778225,0.0615193760022521,0.06327792761536936,0.0046238068559129415,0.034955497404250004,-11.757815738519033,0.18762286038448414
30,15.354701711776409,13.250861209981581,10.838304272064796,8.398423347998103,17.470432422779226,-41.87594851993379,-36.20888318162909,-2.470630802631378,-2.4887563039859137,0.06133746728301048,0.06317905064982672,0.004520128938869068,0.03494394287311783,-11.768495599428812,0.18752829326937595
31,15.367289959116185,13.264114113414989,10.84653624204489,8.408994862792689,17.48138247154377,-41.864087808699836,-36.57558641482754,-2.4742869288921354,-2.492069539924463,0.0611383916499714,0.06319183297455311,0.004229672823688209,0.035115821403451264,-11.776045322418213,0.18760749232023954
32,15.379848916479881,13.272848213420195,10.86321639097654,8.41891409060277,17.49542036762944,-41.82491681689308,-37.042437931026356,-2.4723272640705107,-2.4956653664509454,0.06108749168924987,0.06313034690295656,0.003964646227056316,0.03506231769764175,-11.785071035226187,0.18750419126202664
33,15.388909035540642,13.286152250626508,10.875532287817736,8.437999607226171,17.508332027329338,-41.79299188795544,-36.915817755114745,-2.4782535943984985,-2.4974360143144927,0.06125840870663524,0.06307137943804264,0.003953027381309464,0.034904274391010404,-11.794749677181244,0.18741124185423055
34,15.401422389010166,13.296234425376444,10.883002968934866,8.447261420958633,17.524922101585954,-41.69838805425735,-36.55550172314828,-2.48281129193306,-2.5008933022618294,0.06060630129650235,0.06291423109360039,0.003968097076115858,0.03512143052648753,-11.803654332955679,0.18741011836876473
35,15.407544947685079,13.305036502725939,10.885357590822073,8.455223131617275,17.537017363089102,-41.619331632341655,-36.605669492770964,-2.4853410699367524,-2.503434586028258,0.06054296949878335,0.06292663429242869,0.0037575490890352134,0.03515646637727817,-11.809935311476389,0.18739362883691987
36,15.42128101308295,13.307437728433047,10.890772480231066,8.465439722078656,17.542840794280725,-41.55702547799973,-36.93700227123421,-2.4991463240385055,-2.506361869474252,0.06038928458777567,0.06284059848015507,0.00362508885943195,0.035119119798764586,-11.8177011013031,0.1873066651945313
37,15.43232218255388,13.316349716747508,10.895249210871183,8.477391151113247,17.560366952860797,-41.5445294380188,-36.772753077442545,-2.5012859435081483,-2.5089165021975837,0.06013443872022132,0.06283618921103577,0.0035995182503635683,0.03525055312396338,-11.826773345470428,0.18738135571281114
38,15.438948367504363,13.324460744857788,10.895794914318966,8.481532932421484,17.570397606602423,-41.4550849369594,-36.7354030256019,-2.5119522640705108,-2.510842482248942,0.06032909631418685,0.06295533361844718,0.0033242028027113215,0.035250890806006886,-11.831846495469412,0.18743872735649347
39,15.449704778955338,13.330263390260583,10.899800236408527,8.483163558015036,17.5812309494725,-41.39884281158447,-37.02357019130551,-2.4546830093860628,-2.513891023894151,0.05960248387418687,0.06281671766191721,0.0032867774122375217,0.0355673247249797,-11.837248702843985,0.18749929126352072
40,15.454067128769895,13.339676029541913,10.906997359715975,8.496018204120322,17.587218050603514,-41.385297820681615,-37.27602265975928,-2.5119600956439974,-2.5160119086503983,0.059669406774143376,0.06277115425715844,0.0031158409025617098,0.03545783219548563,-11.842595398426056,0.1873871637508273
41,15.462124601323554,13.349519182653989,10.915246330774748,8.499049287323558,17.592920303344727,-41.39301574797857,-37.442325206520486,-2.46631383562088,-2.5172557905316353,0.05950261179047326,0.06265457052116592,0.0031661647614479684,0.03540470757676909,-11.84743465979894,0.18723132958014807
42,15.469002145401975,13.350947632509119,10.922997410480793,8.503667127101794,17.604760041943305,-41.3476379939488,-37.4848554566299,-2.506798182249069,-2.518992262581984,0.059696882497519255,0.06255980759548645,0.0030684075275833798,0.03509324552336087,-11.853095829486847,0.18696850227812925
43,15.47799144399927,13.354039192199707,10.930111362383915,8.502402756192268,17.61827744377984,-41.269213358561196,-37.3330530709585,-2.5356137335300444,-2.520190770427386,0.05894205307898422,0.062442832083130874,0.0033076966610678937,0.03540635081784179,-11.858465631802877,0.18705191649496555
44,15.488678156061376,13.364087231018964,10.940440663924583,8.509138654131409,17.637992205443204,-41.27268636794317,-37.26010743455429,-2.5041141254901884,-2.5228639046351113,0.05807174323126674,0.06201271223835647,0.003666887744960453,0.035304754584406815,-11.867910544077555,0.1866344028773407
45,15.49718657960283,13.371677356607774,10.946438193321228,8.515644629067237,17.65214083371339,-41.251627127329506,-37.12972268450809,-2.511274577379227,-2.521088575323423,0.05735145299695432,0.06175851387282213,0.004411332077628079,0.03533923664751152,-11.874850908915201,0.1865005763247609
46,15.5052655656287,13.379680773791145,10.953160918675936,8.518271555594348,17.657655751263654,-41.19349674951462,-37.10848772581244,-2.497652185678482,-2.512668398519357,0.056649046406770744,0.061616807943210006,0.005913159126066603,0.035397711830834545,-11.879299104213715,0.18648827401921153
47,15.514988655739643,13.387975131764131,10.962733974823585,8.525000734066744,17.654585189289516,-41.11788002649943,-36.3016433674315,-2.569873697757721,-2.5106118669112525,0.0572186477171878,0.06177764812794825,0.006026259648933774,0.03516955045051873,-11.883411904176077,0.18647597637027502
48,15.525117123380621,13.389593769522275,10.965914295269894,8.525717494684622,17.672598785824245,-41.13859063103085,-36.015775858955905,-2.505862979888916,-2.5011871879299483,0.05701318538437287,0.06184744043275714,0.007431173404863027,0.035249733249656856,-11.890535771846771,0.18673670555775365
49,15.530564069747925,13.401672152911916,10.976471121494587,8.529121123322653,17.677842837792856,-41.12245907102312,-36.25019308179923,-2.53110643529892,-2.503414978583654,0.05712287104688585,0.06186131201684475,0.007142527294490719,0.03525910631287843,-11.895508189996084,0.18675684990982214
50,15.531591866878752,13.405265808105469,10.979451775550842,8.531664371490479,17.684011026665015,-41.15253171466646,-36.395766376669606,-2.499826567173004,-2.4963682343562446,0.056337273602063455,0.06164073354254166,0.00831432246498783,0.03527285585490366,-11.897643566131592,0.1866668745254477
51,15.538787755560367,13.407924624050365,10.988525839952322,8.538564642634961,17.694018871695906,-41.11574370520456,-35.67048089851888,-2.5139748525619505,-2.4901480401555696,0.05531097987356285,0.06142640633819004,0.009512229114989168,0.03545478195883334,-11.903202732404074,0.18666785846774778
52,15.542925489709733,13.412673908121446,10.986756443977356,8.542335225901473,17.693127477610552,-41.09487494968233,-36.98464378646338,-2.5316473612785337,-2.4933614234129586,0.05532792552063862,0.061403970078875623,0.009164237226286787,0.035478391063710056,-11.905179977416992,0.18666613722840944
53,15.553550228159478,13.420430604149313,10.993397758557247,8.546175042423632,17.709773121056735,-41.04627765927996,-35.82897155900645,-2.5197269473075865,-2.4848157117764154,0.05501875289094945,0.061296235769987106,0.010570071934125735,0.03541374679965278,-11.912203550338745,0.1867509102448821
54,15.563576140302294,13.43037857728846,10.999092001181383,8.5492692956137,17.726537766279996,-41.07967158726284,-35.257162526024636,-2.5121185014247893,-2.4842613711953163,0.05524574127048254,0.06114807755996784,0.010861586924875155,0.035017835325561464,-11.919853111108145,0.18665232664595047
55,15.56781824598921,13.431049304849962,11.005145265505863,8.555719703709313,17.730696828277022,-41.04533951623099,-34.85317187164607,-2.5193272166252134,-2.480378026763598,0.05471046350430697,0.06105153177243968,0.011605773099897002,0.03523834220444163,-11.92303236325582,0.18679611974706253
